Subject Abbreviation,Subject Name,Course Number,Course Name,Pinned
ECON,Economics,7000V,Doctoral Dissertation,No
ECON,Economics,6360V,Special Problems In Economics,No
ECON,Economics,399HV,Honors Course,No
EDFD,Educational Foundations,53733,Psyc Foundation Of Teach/Learn,No
EDHP,Education,40001,Dean'S Seminar,No
EDHP,Education,50001,Dean'S Seminar,No
EDHP,Education,400H1,Honors Dean'S Seminar,No
EDLE,Educational Leadership,65803,Stats Literacy For Ed Leaders,No
EDLE,Educational Leadership,65103,Program Evaluation In Educ,No
EDLE,Educational Leadership,6990V,Advanced Seminar,No
EDLE,Educational Leadership,7000V,Doctoral Dissertation,No
EDLE,Educational Leadership,50203,The School Principalship,No
EDLE,Educational Leadership,50503,School Law,No
EDLE,Educational Leadership,74103,Dissertation Implementation,No
EDLE,Educational Leadership,61003,School Finance,No
EDLE,Educational Leadership,64303,Legal Aspects Of Special Ed,No
EDLE,Educational Leadership,50903,Effective Leadership,No
EDLE,Educational Leadership,50003,Schools And Society,No
EDLE,Educational Leadership,65403,Intro Qualitative Research,No
EDLE,Educational Leadership,5740V,Internship,No
EDRE,Educational Reform,60403,Finance And Education Policy,No
EDRE,Educational Reform,61203,Intermed Analytic Techn Ed Pol,No
EDRE,Educational Reform,62203,Resrch Seminar In Educ Policy,No
EDRE,Educational Reform,50503,Phil & Hist Of Ed & Ed Reform,No
EDRE,Educational Reform,64503,Seminar:Teacher Quality Policy,No
EDRE,Educational Reform,7000V,Doctoral Dissertation,No
EDST,Educational Studies,33103,Trauma Based Education,No
EDST,Educational Studies,49303,Capstone & Internship,No
EDST,Educational Studies,39203,Informal Internship,No
EDST,Educational Studies,40003,Philosophy Of Education,No
EDST,Educational Studies,39103,Formal Classroom Intership,No
EDST,Educational Studies,41103,Teach & Fund Outdoor Educ,No
EDST,Educational Studies,30003,Formative Readings,No
EDST,Educational Studies,20003,Intro To Edst,No
EDST,Educational Studies,32203,American Ed History,No
EDST,Educational Studies,322H3,Honors American Ed History,No
EDST,Educational Studies,40403,Research & Issues,No
EDST,Educational Studies,40303,Teaching Standards,No
EDST,Educational Studies,49903,Para-Professional Internship,No
EDST,Educational Studies,42103,"Religion, Education, And Religious Education",No
EDST,Educational Studies,49403,Capstone (Non-Internship And Seminar),No
ELAC,English Language and Cultural Studies,50403,Research Writing Stem,No
ELAC,English Language and Cultural Studies,51404,Research Writing And Grammar In The Stem Fields,No
ELAC,English Language and Cultural Studies,50303,Research Writing Soc Sci Ed,No
ELAC,English Language and Cultural Studies,50503,Ita Training,No
ELAC,English Language and Cultural Studies,11204,Academic Writing And Grammar Across The Disciplines,No
ELAC,English Language and Cultural Studies,51304,Research Writing And Grammar In The Social Sciences,No
ELAC,English Language and Cultural Studies,5003,Intensive English Level V,No
ELAC,English Language and Cultural Studies,4003,Intensive English Level Iv,No
ELAC,English Language and Cultural Studies,6003,Intensive English Level Vi,No
ELAC,English Language and Cultural Studies,10203,Acad Writing Acr Disciplines,No
ELEG,Electrical Engineering,21103,Electric Circuits Ii,No
ELEG,Electrical Engineering,21101,Electric Circuits Ii Lab,No
ELEG,Electrical Engineering,44603,Control Systems Lab,No
ELEG,Electrical Engineering,44103,Advanced Control Systems,No
ELEG,Electrical Engineering,39003,Electric Circuits & Machines,No
ELEG,Electrical Engineering,39903,Circuits & Electronics,No
ELEG,Electrical Engineering,32203,Electronics Ii,No
ELEG,Electrical Engineering,33004,Energy Systems,No
ELEG,Electrical Engineering,32201,Electronics Ii Lab,No
ELEG,Electrical Engineering,31403,Prob & Stochastic Processes,No
ELEG,Electrical Engineering,29004,Digital Design,No
ELEG,Electrical Engineering,43003,Nanomaterials And Devices,No
ELEG,Electrical Engineering,40603,Electrical Engr Design I,No
ELEG,Electrical Engineering,54703,Power Sys Control,No
ELEG,Electrical Engineering,54403,Nonlinear Sys Anlys & Control,No
ELEG,Electrical Engineering,55303,Pwr Electronics & Motor Drives,No
ELEG,Electrical Engineering,6000V,Master'S Thesis,No
ELEG,Electrical Engineering,53203,Nanostructures I,No
ELEG,Electrical Engineering,330H4,Honors Energy Systems,No
ELEG,Electrical Engineering,314H3,Hnrs Prob & Stochastic Process,No
ELEG,Electrical Engineering,21003,Electric Circuits I,No
ELEG,Electrical Engineering,21001,Electric Circuits I Lab,No
ELEG,Electrical Engineering,42503,Ic Design Lab I,No
ELEG,Electrical Engineering,46003,Deterministic Dsp Sys Des,No
ELEG,Electrical Engineering,49803,Computer Architecture,No
ELEG,Electrical Engineering,59503,Sc And Ic Esd Reliability,No
ELEG,Electrical Engineering,45503,Switch Mode Power Conversion,No
ELEG,Electrical Engineering,322H3,Honors Electronics Ii,No
ELEG,Electrical Engineering,52503,Integr Circuit Design Lab I,No
ELEG,Electrical Engineering,53703,Materials For Quantum Computng,No
ELEG,Electrical Engineering,52003,Semiconductor Devices,No
ELEG,Electrical Engineering,55903,Programing Fpga For Power Eleg,No
ELEG,Electrical Engineering,5870V,Spec Topics Electric Engr,No
ELEG,Electrical Engineering,54103,Modern Control Systems,No
ELEG,Electrical Engineering,56903,Wireless Communications,No
ELEG,Electrical Engineering,51703,Digital Signal Proc Lab,No
ELEG,Electrical Engineering,55503,Switch Mode Power Conversion,No
ELEG,Electrical Engineering,45903,Programing Fpga For Power Eleg,No
ELEG,Electrical Engineering,57203,Advanced Microwave Design,No
ELEG,Electrical Engineering,7000V,Doctoral Dissertation,No
ELEG,Electrical Engineering,56603,Communication Theory,No
ELEG,Electrical Engineering,400HV,Honors Senior Thesis,No
ELEG,Electrical Engineering,46203,Communication Systems,No
ELEG,Electrical Engineering,322H1,Honors Electronics Ii Lab,No
ELEG,Electrical Engineering,40701,Electrical Engr Design Ii,No
ELEG,Electrical Engineering,52103,Integrated Circuit Fab Tech,No
ELEG,Electrical Engineering,4870V,Special Topics In Elec Engr,No
ELEG,Electrical Engineering,407H1,Hnrs Electrical Engr Design Ii,No
ELEG,Electrical Engineering,5880V,Special Problems,No
ELEG,Electrical Engineering,3870V,Special Topics In Eleg,No
ELEG,Electrical Engineering,52703,Electronic Packaging,No
ELEG,Electrical Engineering,4870V,Special Topics In Electrical Engineering,No
ELEG,Electrical Engineering,5870V,Special Topics In Electrical Engineering,No
ELEG,Electrical Engineering,4880V,Special Problems,No
ELEG,Electrical Engineering,57603,Adv Emag Scattering & Trans,No
EMGT,Engineering Management,57803,Project Management,No
EMGT,Engineering Management,50303,Intro To Engr Management,No
EMGT,Engineering Management,54603,Economic Decision Making,No
EMGT,Engineering Management,57003,Probability And Statistics,No
EMGT,Engineering Management,50503,Tradeoff Analytics,No
EMGT,Engineering Management,54403,Decision Models,No
EMGT,Engineering Management,57703,Engineering Risk Analysis,No
EMGT,Engineering Management,56003,Systems Engneering,No
EMGT,Engineering Management,50303,Introduction To Engineering Management,No
EMPR,Empower,10003,Seminar,No
EMPR,Empower,21203,Nutrition And Cooking,No
EMPR,Empower,20103,Money Management And Personal Budgeting,No
EMPR,Empower,30106,On-Campus Internship,No
EMPR,Empower,20003,Vocational Exploration,No
ENDY,Environmental Dynamics,7000V,Doctoral Dissertation,No
ENDY,Environmental Dynamics,51103,Global Change,No
ENDY,Environmental Dynamics,60303,Society And Environment,No
ENDY,Environmental Dynamics,69901,Envir Dynamics Colloquium,No
ENDY,Environmental Dynamics,6890V,Special Prob In Env Dynamics,No
ENGL,English and Literature,43003,Intro To Shakespeare,No
ENGL,English and Literature,26803,British Lit 1700-1945,No
ENGL,English and Literature,30503,Technical/Professional Writing,No
ENGL,English and Literature,62003,Sem Renaissance Lit,No
ENGL,English and Literature,10203,Composition Ii,No
ENGL,English and Literature,47103,Studies In Medieval Literature And Culture,No
ENGL,English and Literature,35903,Topics Gender Sexuality & Lit,No
ENGL,English and Literature,392H3,Honors Colloquium,No
ENGL,English and Literature,40003,Style For Professional Writers,No
ENGL,English and Literature,41403,American Film Survey,No
ENGL,English and Literature,50403,Writing Workshop: Translation,No
ENGL,English and Literature,52903,Craft Of Poetry:  Ii,No
ENGL,English and Literature,52703,Craft Of Poetry: I,No
ENGL,English and Literature,26703,Survey Of British Literature From The Beginnings Through The 17Th Century (Acts = Engl 2673),No
ENGL,English and Literature,48603,Studies Lit & Cult Amer South,No
ENGL,English and Literature,39003,Special Topics,No
ENGL,English and Literature,52203,Advanced Studies In Renaissance Literature And Culture,No
ENGL,English and Literature,20133,Essay Writing,No
ENGL,English and Literature,20103,Creative Writing I,No
ENGL,English and Literature,11203,World Literature: 1650Ce To Present (Acts Equivalency = Engl 2123),No
ENGL,English and Literature,38303,Am Lit & Culture To 1900,No
ENGL,English and Literature,37203,Renaissance Lit & Culture,No
ENGL,English and Literature,26603,Engl Lang Lit 1945-Present,No
ENGL,English and Literature,11203,World Lit 1650Ce To Present,No
ENGL,English and Literature,11103,World Literature: Beginnings To 1650 Ce (Acts Equivalency = Engl 2113),No
ENGL,English and Literature,45603,Studies In Major Authors,No
ENGL,English and Literature,49303,Studies In Popular Culture And Popular Genres,No
ENGL,English and Literature,36203,The Bible As Literature,No
ENGL,English and Literature,102H3,Honors Composition Ii,No
ENGL,English and Literature,10103,Composition I,No
ENGL,English and Literature,10303,Technical Composition Ii,No
ENGL,English and Literature,30103,Creative Writing Ii,No
ENGL,English and Literature,12103,Intro To Literature,No
ENGL,English and Literature,1,Writing Lab,No
ENGL,English and Literature,32003,Poetry,No
ENGL,English and Literature,20003,Advanced Composition,No
ENGL,English and Literature,49003,Studies In Rhetoric And Composition,No
ENGL,English and Literature,35603,Gender & Sexuality In Arab American Literature,No
ENGL,English and Literature,20603,Transatlantic Literature From 1640 To 1865,No
ENGL,English and Literature,55903,Adv St Gender Sexuality & Lit,No
ENGL,English and Literature,50303,Writing Workshop: Poetry,No
ENGL,English and Literature,52603,Craft Of Fiction:  I,No
ENGL,English and Literature,32103,Fiction,No
ENGL,English and Literature,10203,Composition Ii (Acts Equivalency = Engl 1023),No
ENGL,English and Literature,40203,Undergrad Fiction Workshop,No
ENGL,English and Literature,45503,Studies Native Amer Lit Cult,No
ENGL,English and Literature,49003,Studies In Rhetoric Comp,No
ENGL,English and Literature,38503,Topics African Am Lit Culture,No
ENGL,English and Literature,52403,Special Topics,No
ENGL,English and Literature,37203,Topics In Renaissance Literature And Culture,No
ENGL,English and Literature,51703,Adv Stud Med Lit & Culture,No
ENGL,English and Literature,59703,Adv Studies Rhetoric And Comp,No
ENGL,English and Literature,59303,Advanced Studies In Popular Culture And Popular Genres,No
ENGL,English and Literature,54103,Adv Studies Mod & Cont Brit,No
ENGL,English and Literature,41353,Writing Nature,No
ENGL,English and Literature,50203,Writing Workshop: Fiction,No
ENGL,English and Literature,68003,Seminar Mod & Cont Amer Lit,No
ENGL,English and Literature,69703,Seminar Rhet & Comp,No
ENGL,English and Literature,52103,Portfolio Workshop,No
ENGL,English and Literature,68503,Seminar Afr Amer Lit & Culture,No
ENGL,English and Literature,61103,Seminar Medieval Lit,No
ENGL,English and Literature,52303,Craft Of Translation: I,No
ENGL,English and Literature,58603,Adv Studies African Amer Lit,No
ENGL,English and Literature,65103,Seminar Mod & Cont Brit Lit,No
ENGL,English and Literature,36003,Topics In Rhet Comp,No
ENGL,English and Literature,40103,Undergrad Poetry Workshop,No
ENGL,English and Literature,6990V,Master/Fine Arts Thesis,No
ENGL,English and Literature,498HV,Honors Senior Thesis,No
ENGL,English and Literature,10303,Technical Composition Ii (Acts Equivalency = Engl 1023),No
ENGL,English and Literature,7000V,Doctoral Dissertation,No
ENGL,English and Literature,5100V,Readings In Engl/Amer Lit,No
ENGL,English and Literature,43003,Introduction To Shakespeare,No
ENGL,English and Literature,12103,Introduction To Literature,No
ENGL,English and Literature,6980V,Master'S Thesis,No
ENGL,English and Literature,51903,Grad Internship In English,No
ENGL,English and Literature,62403,Seminar Special Topics,No
ENGL,English and Literature,41903,Undergraduate Internship In English,No
ENPL,Entomology and Plant Pathology,50001,Presentations,No
ENPL,Entomology and Plant Pathology,60701,Advanced Topics,No
ENRE,Environmental Resiliency,51203,Foundations Environ Resiliency,No
ENRE,Environmental Resiliency,51103,Adaptive Leadership,No
ENRE,Environmental Resiliency,53203,Watershed Hydro & Res Man,No
ENRE,Environmental Resiliency,53303,Esg Reporting,No
ENRE,Environmental Resiliency,51303,Science Comm For Executives,No
ENSC,Environmental Science,10003,Environmental Science,No
ENSC,Environmental Science,10001,Environmental Science Lab,No
ENSC,Environmental Science,30003,Intro To Water Science,No
ENSC,Environmental Science,39303,Environmental Ethics,No
ENSC,Environmental Science,42603,Environmental Soil Science,No
ENSC,Environmental Science,34103,Prin Environ Economics,No
ENSC,Environmental Science,100H3,Hon Environmental Science,No
ENSC,Environmental Science,100H1,Hon Environmental Sci Lab,No
ENSC,Environmental Science,10001,Environmental Science Laboratory,No
ENTO,Entomology,10201,Insects In Science Lab,No
ENTO,Entomology,10203,"Insects, Science And Society",No
ENTO,Entomology,40403,Honey Bee Biol And Beekeeping,No
ENTO,Entomology,40603,Medical & Vet Entomology,No
ENTO,Entomology,61103,Insect Physiology,No
ENTO,Entomology,50603,Medical & Vet Entomology,No
ENTO,Entomology,40103,Insect Behav/Chem Ecology,No
ENTO,Entomology,6000V,Master'S Thesis,No
ENTO,Entomology,7000V,Doctoral Dissertation,No
ENTO,Entomology,51103,Insect Behavior & Chem Ecology,No
ENTO,Entomology,4000V,Special Problems,No
ESRM,Educational Statistics and Research Methods,53903,Statistics In Education,No
ESRM,Educational Statistics and Research Methods,64003,Educ Stat & Data Processing,No
ESRM,Educational Statistics and Research Methods,50103,Research Methods In Educ,No
ESRM,Educational Statistics and Research Methods,24003,Statistics In Nursing,No
ESRM,Educational Statistics and Research Methods,65303,Qualitative Research,No
ESRM,Educational Statistics and Research Methods,65403,Adv Qualitative Research,No
ESRM,Educational Statistics and Research Methods,65503,Advanced Multivariate Statistics,No
ESRM,Educational Statistics and Research Methods,64203,Multiple Regression Techniques,No
ESRM,Educational Statistics and Research Methods,64103,Experimental Design In Educ,No
ESRM,Educational Statistics and Research Methods,6990V,Advanced Seminar,No
ESRM,Educational Statistics and Research Methods,58503,Healthcare Business Analytics Ii,No
ESRM,Educational Statistics and Research Methods,7000V,Doctoral Dissertation,No
ETEC,Educational Technology,59801,Eportfolio Production,No
ETEC,Educational Technology,62503,Distance Learning,No
ETEC,Educational Technology,52003,Technology Foundations,No
ETEC,Educational Technology,52503,Leadership And Innovation,No
ETEC,Educational Technology,53003,Technology Integration In K12,No
EXSC,Exercise Science,33503,Mech Of Human Movement,No
EXSC,Exercise Science,43203,Exercise Prescription,No
EXSC,Exercise Science,48303,Exercise App For Spec Pop,No
EXSC,Exercise Science,49003,Internship In Exercise Science,No
EXSC,Exercise Science,498HV,Exsc Honors Thesis/Project,No
EXSC,Exercise Science,47703,Performance & Drugs,No
EXSC,Exercise Science,47803,Sport & Exercise Psyc,No
EXSC,Exercise Science,30103,Functional Anatomy Exsc,No
EXSC,Exercise Science,34203,Strength & Conditioning,No
EXSC,Exercise Science,34201,Strength & Conditioning Lab,No
EXSC,Exercise Science,478H3,Hon Sport & Exercise Psyc,No
EXSC,Exercise Science,31503,Exercise Physiology,No
EXSC,Exercise Science,35303,Lab Techniques,No
EXSC,Exercise Science,27303,Introduction Exer Science,No
EXSC,Exercise Science,53503,Exercise Psychology,No
EXSC,Exercise Science,372H3,Hon Research Methods Exsc,No
EXSC,Exercise Science,372H3,Honors Research Methods In Exercise Science,No
EXSC,Exercise Science,432H3,Hon Exercise Prescription,No
EXSC,Exercise Science,483H3,Hon Exer App For Spec Pop,No
EXSC,Exercise Science,55203,Muscle Metabolism In Exer,No
EXSC,Exercise Science,56103,Physical Dimensions Of Aging,No
EXSC,Exercise Science,53203,Biomechanics I,No
EXSC,Exercise Science,4050V,Independent Study,No
EXSC,Exercise Science,405HV,Honors Independent Study,No
FACC,Financial Aid Consortium Crse (Historical),5000V,Financial Aid Consortium Course-Grad,No
FACC,Financial Aid Consortium Crse (Historical),4000V,Financial Aid Consortium Course-Ugrd,No
FDSC,Food Science,22001,Science Of Chocolate,No
FDSC,Food Science,27001,Food For Health,No
FDSC,Food Science,32002,Introduction To Food Law,No
FDSC,Food Science,220H1,Honors Science Of Chocolate,No
FDSC,Food Science,11003,Intro To Food Science,No
FDSC,Food Science,25203,Food Sanitation & Safety,No
FDSC,Food Science,52203,Food Biosecurity,No
FDSC,Food Science,47103,Food Innovation,No
FDSC,Food Science,41103,Food Analysis,No
FDSC,Food Science,41101,Food Analysis Lab,No
FDSC,Food Science,320H2,Honors Intro To Food Law,No
FDSC,Food Science,47503,Engineering Principles Of Food Processing,No
FDSC,Food Science,4720V,Special Topics In Food Science,No
FDSC,Food Science,43101,Internship In Food Science,No
FDSC,Food Science,50001,Seminar,No
FDSC,Food Science,60303,Food Biochemistry,No
FDSC,Food Science,59903,Global Horticulture And Human Nutrition To Enhance Community Resilience And Food Security,No
FDSC,Food Science,7000V,Doctoral Dissertation,No
FDSC,Food Science,51103,Food Analysis,No
FDSC,Food Science,51101,Food Analysis Lab,No
FDSC,Food Science,61403,Advanced Food Processing And Packaging And Their Environmental Impact,No
FDSC,Food Science,6000V,Master'S Thesis,No
FDSC,Food Science,5310V,Food Science Internship,No
FINN,Finance,31003,Financial Modeling,No
FINN,Finance,30503,Financial Markets/Institutions,No
FINN,Finance,30103,Financial Analysis,No
FINN,Finance,37003,International Finance,No
FINN,Finance,30603,Investments,No
FINN,Finance,39303,Real Estate Principles,No
FINN,Finance,36203,Risk Management,No
FINN,Finance,30003,Personal Financial Mgmt,No
FINN,Finance,10003,Your Money And Credit,No
FINN,Finance,43103,Adv Commercial Banking,No
FINN,Finance,36003,Corporate Finance,No
FINN,Finance,44303,Real Estate Finance/Investment,No
FINN,Finance,44103,Real Estate Appraisal,No
FINN,Finance,41603,Advanced Financial Modeling,No
FINN,Finance,43203,Financial Data Analytics I,No
FINN,Finance,31303,Commercial Banking,No
FINN,Finance,20403,Principles Of Finance,No
FINN,Finance,41203,Valuing New Ventures,No
FINN,Finance,204H3,Hon Principles Of Finance,No
FINN,Finance,48303,Property/Casualty Insurance I,No
FINN,Finance,41303,Advanced Investments,No
FINN,Finance,204H3,Honors Principles Of Finance,No
FINN,Finance,51203,Valuing New Ventures,No
FINN,Finance,5100V,Special Topics In Finance,No
FINN,Finance,53303,Investment Theory & Mgmt,No
FINN,Finance,53003,Advanced Corporate Financial Management,No
FINN,Finance,5410V,Shollmier Investment Project,No
FINN,Finance,53203,Financial Data Analytics I,No
FINN,Finance,54503,Adv Financial Modeling,No
FINN,Finance,41503,Portfolio Management Ii,No
FINN,Finance,31703,Fixed Income Securities Ii,No
FINN,Finance,51103,Corporate Financial Management,No
FINN,Finance,63303,Empirical Research In Finance,No
FINN,Finance,7000V,Doctoral Dissertation,No
FINN,Finance,53303,Investment Theory And Management,No
FINN,Finance,43303,Financial Data Analytics Ii,No
FINN,Finance,53403,Financial Data Analytics Ii,No
FREN,French,4750V,Special Investigations,No
FREN,French,42103,French Civilization,No
FREN,French,31133,Intro To Literature,No
FREN,French,31033,Cultural Readings,No
FREN,French,20203,Intermediate French Ii,No
FREN,French,10203,Elementary French Ii,No
FREN,French,30003,Advanced French,No
FREN,French,20103,Intermediate French I,No
FREN,French,43303,Intro To Business French,No
FREN,French,10103,Elementary French I,No
FREN,French,41103,Special Themes In French,No
FREN,French,57003,Special Topics,No
FREN,French,53503,Survey Of French Poetry,No
FREN,French,58303,French 20Th-Century Novel,No
FREN,French,30603,Phd Reading Requirement I,No
FREN,French,10203,Elementary French Ii (Acts Equivalency = Fren 1023),No
GDES,Graphic Design,53903,Design Theory,No
GDES,Graphic Design,63406,Design And Culture,No
GDES,Graphic Design,63909,Graduate Studio,No
GDES,Graphic Design,53803,Design Writing & Dissemination,No
GDES,Graphic Design,6320V,Graduate Design,No
GDES,Graphic Design,43303,Special Topics Graphic Design,No
GDES,Graphic Design,63503,Special Topics In Comm Design,No
GDES,Graphic Design,43403,Identity Systems 2,No
GDES,Graphic Design,43803,Degree Project,No
GDES,Graphic Design,43603,Design For Complexity,No
GDES,Graphic Design,43003,Professional Development,No
GDES,Graphic Design,33203,Typographic Systems 2,No
GDES,Graphic Design,33803,User Experience,No
GDES,Graphic Design,438H3,Honors Degree Project,No
GEOG,Geography,21003,World Regional Geography,No
GEOG,Geography,11103,Human Geography,No
GEOG,Geography,111H3,Honors Human Geography,No
GEOL,Geology,11201,Earth Science Lab,No
GEOL,Geology,11101,Physical Geology Lab,No
GEOL,Geology,11103,Physical Geology,No
GEOL,Geology,11203,Earth Science,No
GEOL,Geology,111H1,Hnrs Physical Geology Lab,No
GEOL,Geology,111H3,Hnrs Physical Geology,No
GEOS,Geosciences,33303,Oceanography,No
GEOS,Geosciences,34103,Sedimentary Geology,No
GEOS,Geosciences,40303,Hydrogeology,No
GEOS,Geosciences,35403,Geospatial Applications,No
GEOS,Geosciences,40803,Economic Geology,No
GEOS,Geosciences,43303,Igneous/Metamorphic Petrology,No
GEOS,Geosciences,49204,Earth System History,No
GEOS,Geosciences,4370V,Geology Field Trip,No
GEOS,Geosciences,35503,Spatial Analysis Using Arcgis,No
GEOS,Geosciences,46903,Environmental Justice,No
GEOS,Geosciences,41103,Global Change,No
GEOS,Geosciences,7000V,Doctoral Dissertation,No
GEOS,Geosciences,30103,Foundations Geospatial Data,No
GEOS,Geosciences,43603,Climatology,No
GEOS,Geosciences,31003,Geospatial Computing Toolkit,No
GEOS,Geosciences,35104,Structural Geology,No
GEOS,Geosciences,5370V,Geology Field Trip,No
GEOS,Geosciences,35903,Introduction To Geodatabase,No
GEOS,Geosciences,35603,Geospatial Data Mining,No
GEOS,Geosciences,410HV,Honors Special Problems In Geosciences,No
GEOS,Geosciences,52803,Economic Geology,No
GEOS,Geosciences,56102,Research Methods In Geos,No
GEOS,Geosciences,53303,Igneous/Metamorphic Petrology,No
GEOS,Geosciences,59703,Seminar In Gis,No
GEOS,Geosciences,50101,Colloquium,No
GEOS,Geosciences,45203,Cartographic Design & Prod,No
GEOS,Geosciences,53603,Climatology,No
GEOS,Geosciences,5100V,Special Problems In Physical Geosciences,No
GEOS,Geosciences,5600V,Graduate Special Problems,No
GEOS,Geosciences,6000V,Master'S Thesis,No
GEOS,Geosciences,46503,Gis Analysis & Modeling,No
GEOS,Geosciences,52603,Hydrogeology,No
GEOS,Geosciences,399HV,Honors Course,No
GEOS,Geosciences,5100V,Spec Prob Geosciences,No
GEOS,Geosciences,4100V,Special Problems In Geos,No
GEOS,Geosciences,50403,Foundations Geospatial Data,No
GEOS,Geosciences,50703,Geospatial Computing Toolkit,No
GEOS,Geosciences,56503,Gis Analysis & Modeling,No
GEOS,Geosciences,55503,Spatial Analysis Using Arcgis,No
GEOS,Geosciences,55403,Geospatial Applications,No
GEOS,Geosciences,55903,Introduction To Geodatabases,No
GEOS,Geosciences,50803,Geospatial Data Mining,No
GEOS,Geosciences,55203,Cartographic Design & Prod,No
GERM,German,10203,Elementary German Ii,No
GERM,German,20203,Intermediate German Ii,No
GERM,German,10103,Elementary German I,No
GERM,German,4700V,Special Topics,No
GERM,German,40003,Advanced German Ii,No
GERM,German,30303,Conversation,No
GERM,German,20103,Intermediate German I,No
GERM,German,42103,German Civilization,No
GERM,German,57003,Special Topics,No
GNEG,General Engineering,112H1,Honors Intro To Engr Ii,No
GNEG,General Engineering,132H1,Hnrs Research Experience Ii,No
GNEG,General Engineering,142H1,Hon Innovation Exp Ii,No
GNEG,General Engineering,11201,Intro To Engr Ii,No
GNEG,General Engineering,11101,Intro To Engr I,No
GNEG,General Engineering,11003,Intro To Engineering,No
GNEG,General Engineering,38101,Alternating Cooperative Ed,No
GNEG,General Engineering,38001,Parallel Cooperative Educ,No
GNEG,General Engineering,5900V,Special Topics,No
GNEG,General Engineering,58101,Alternating Cooperative Education,No
GNEG,General Engineering,58001,Parallel Cooperative Education,No
GNEG,General Engineering,38101,Alternating Cooperative Education,No
GNEG,General Engineering,1900V,Special Topics,No
GNEG,General Engineering,38001,Parallel Cooperative Education,No
GNST,Gender Studies,20003,Intro To Gender Studies,No
GNST,Gender Studies,31003,Sexual Politics In The U.S.,No
GNST,Gender Studies,200H3,Hon Intro Gender Studies,No
GNST,Gender Studies,21203,"Gender, Bodies, & Technologies",No
GNST,Gender Studies,33003,Gender And Pop Culture,No
GNST,Gender Studies,49803,Topics In Gender Studies,No
GRAS,Graduate Assistant,5000G,Graduate Assistant - Ft,No
GREK,Greek,20203,Homer,No
GREK,Greek,10203,Elementary Ancient Greek Ii,No
GREK,Greek,4750V,Special Investigations,No
GRSD,Graduate Education,41001,Pathway To Graduate School,No
GRSD,Graduate Education,52003,Capstone Interdisc Studies,No
GRSD,Graduate Education,50003,Professoriate:  Teaching,No
GRSD,Graduate Education,51103,Int Interdisciplinary Inquiry,No
HDFS,Human Development and Family Science,34203,Adolescent Development,No
HDFS,Human Development and Family Science,34403,Families In Crisis,No
HDFS,Human Development and Family Science,43103,Build Fam & Comm Relations,No
HDFS,Human Development and Family Science,34703,Family Financial Mgmt,No
HDFS,Human Development and Family Science,47603,Res In Hdfs: Method Approach,No
HDFS,Human Development and Family Science,34603,The Hospitalized Child,No
HDFS,Human Development and Family Science,14003,Life Span Development,No
HDFS,Human Development and Family Science,43503,Play As Development-Childhood,No
HDFS,Human Development and Family Science,24303,Child Development,No
HDFS,Human Development and Family Science,24103,Family Relations,No
HDFS,Human Development and Family Science,34503,Parent & Family Dynamics,No
HDFS,Human Development and Family Science,42203,Creative/Social Experiences,No
HDFS,Human Development and Family Science,42202,Creative/Social Experiences,No
HDFS,Human Development and Family Science,44903,Pub Pol Advoc Child & Fam,No
HDFS,Human Development and Family Science,26003,Rural Families & Community,No
HDFS,Human Development and Family Science,34801,Pre-Internship In Hdfs,No
HDFS,Human Development and Family Science,44203,Adult Development,No
HDFS,Human Development and Family Science,44703,Multicultural Families,No
HDFS,Human Development and Family Science,24903,Intro To Cultural Competence,No
HDFS,Human Development and Family Science,241H3,Honors Family Relations,No
HDFS,Human Development and Family Science,24701,Child Guidance Laboratory,No
HDFS,Human Development and Family Science,24703,Child Guidance,No
HDFS,Human Development and Family Science,44103,Infancy Brain And Learning,No
HDFS,Human Development and Family Science,243H3,Honors Child Development,No
HDFS,Human Development and Family Science,54003,Family Theories And Methods,No
HDFS,Human Development and Family Science,58603,Socioemotional And Cognitive Well-Being Throughout Adulthood,No
HDFS,Human Development and Family Science,54903,Environments And Aging,No
HDFS,Human Development and Family Science,50803,Foundations In Integrative Aging Studies,No
HDFS,Human Development and Family Science,344H3,Honors Families In Crisis,No
HDFS,Human Development and Family Science,44803,Internship In Hdfs,No
HDFS,Human Development and Family Science,43706,"Internship: Infant, Toddler, And Preschool Programs",No
HESC,Human Environmental Science,5000V,Special Problems,No
HESC,Human Environmental Science,4550V,Special Topics,No
HESC,Human Environmental Science,6000V,Master'S Thesis,No
HESC,Human Environmental Science,7000V,Doctoral Dissertation,No
HHPR,"Health, Human Performance & Recr",50001,Hhpr Seminar,No
HHPR,"Health, Human Performance & Recr",7000V,Doctoral Dissertation,No
HHPR,"Health, Human Performance & Recr",53503,Research In Hhpr,No
HIED,Higher Education,64803,Strategic Enrollment Mgmt,No
HIED,Higher Education,56403,Reflective Practice,No
HIED,Higher Education,65303,Assessment In Hied,No
HIED,Higher Education,66903,Research Techniques In Hied,No
HIED,Higher Education,66603,Finance & Fiscal Management,No
HIED,Higher Education,50403,Student Dev In Higher Educ,No
HIED,Higher Education,7000V,Doctoral Dissertation,No
HIED,Higher Education,6990V,Seminar,No
HIED,Higher Education,6050V,Independent Study,No
HIST,History,20103,Hist/Amer People 1877-Pr,No
HIST,History,52003,History Of The Holocaust,No
HIST,History,30603,Military History,No
